iter	seq	start	end	strand	locus_tag	com_id	type	description
279	CP037923.1	288458	289250	1	EKN05_001425	EKN05_001425	CDS	inner membrane protein YpjD
280	CP037923.1	289270	290557	1	EKN05_001430	EKN05_001430	CDS	DUF21 domain-containing protein
281	CP037923.1	290611	291205	-1	EKN05_001435	grpE	CDS	nucleotide exchange factor GrpE
282	CP037923.1	291201	291396	-1	EKN05_001440	EKN05_001440	CDS	molecular chaperone GrpE
283	CP037923.1	291327	292206	1	EKN05_001445	nadK	CDS	NAD(+) kinase
284	CP037923.1	292291	293953	1	EKN05_001450	recN	CDS	DNA repair protein RecN
285	CP037923.1	294101	294443	1	EKN05_001455	bamE	CDS	outer membrane protein assembly factor BamE
286	CP037923.1	294504	294795	-1	EKN05_001460	EKN05_001460	CDS	RnfH family protein
287	CP037923.1	294784	295261	-1	EKN05_001465	ratA	CDS	type II toxin-antitoxin system toxin RatA
288	CP037923.1	295393	295876	1	EKN05_001470	smpB	CDS	SsrA-binding protein SmpB
289	CP037923.1	296657	297881	1	EKN05_001480	intA	CDS	integrase
290	CP037923.1	298080	298778	1	EKN05_001485	EKN05_001485	pseudo	IS1 family transposase
291	CP037923.1	298896	300059	1	EKN05_001490	EKN05_001490	CDS	IS3-like element IS3 family transposase
292	CP037923.1	300940	303193	1	EKN05_001500	EKN05_001500	CDS	hypothetical protein
293	CP037923.1	303528	304506	1	EKN05_001505	csiD	CDS	carbon starvation induced protein CsiD
294	CP037923.1	304525	305794	1	EKN05_001510	lhgO	CDS	L-2-hydroxyglutarate oxidase
295	CP037923.1	305816	307265	1	EKN05_001515	gabD	pseudo	NADP-dependent succinate-semialdehyde dehydrogenase I
296	CP037923.1	307272	308559	1	EKN05_001520	gabT	CDS	4-aminobutyrate--2-oxoglutarate transaminase
297	CP037923.1	308796	310197	1	EKN05_001525	gabP	CDS	GABA permease
298	CP037923.1	310217	310880	1	EKN05_001530	csiR	CDS	DNA-binding transcriptional regulator CsiR
299	CP037923.1	310880	311330	-1	EKN05_001535	kbp	CDS	potassium binding protein Kbp
300	CP037923.1	311413	311572	-1	EKN05_001540	EKN05_001540	CDS	YqaE/Pmp3 family membrane protein
301	CP037923.1	311754	312054	1	EKN05_001545	EKN05_001545	CDS	transcriptional regulator
302	CP037923.1	312063	312588	1	EKN05_001550	ygaP	CDS	thiosulfate sulfurtransferase YgaP
303	CP037923.1	312634	313039	-1	EKN05_001555	stpA	CDS	DNA-binding protein StpA
304	CP037923.1	313708	314158	1	EKN05_001560	alaE	CDS	L-alanine exporter AlaE
305	CP037923.1	314194	314539	-1	EKN05_001565	EKN05_001565	CDS	DUF2002 family protein
306	CP037923.1	314690	315020	1	EKN05_001570	EKN05_001570	CDS	DUF883 domain-containing protein
307	CP037923.1	315268	315514	1	EKN05_001575	nrdH	CDS	glutaredoxin-like protein NrdH
308	CP037923.1	315510	315921	1	EKN05_001580	nrdI	CDS	class Ib ribonucleoside-diphosphate reductase assembly flavoprotein NrdI
309	CP037923.1	315893	318038	1	EKN05_001585	nrdE	CDS	class 1b ribonucleoside-diphosphate reductase subunit alpha
310	CP037923.1	318047	319007	1	EKN05_001590	nrdF	CDS	class 1b ribonucleoside-diphosphate reductase subunit beta
311	CP037923.1	319361	320564	1	EKN05_001595	proV	CDS	proline/glycine betaine ABC transporter ATP-binding protein ProV
312	CP037923.1	320556	321621	1	EKN05_001600	proW	CDS	proline/glycine betaine ABC transporter permease ProW
313	CP037923.1	321678	322671	1	EKN05_001605	proX	CDS	proline/glycine betaine ABC transporter substrate-binding protein ProX
314	CP037923.1	322862	324042	1	EKN05_001610	EKN05_001610	pseudo	MFS transporter
315	CP037923.1	324165	324903	1	EKN05_001615	EKN05_001615	CDS	branched-chain amino acid ABC transporter permease
316	CP037923.1	324892	325228	1	EKN05_001620	ygaH	CDS	L-valine transporter subunit YgaH
317	CP037923.1	325318	325849	1	EKN05_001625	emrR	CDS	multidrug efflux transporter EmrAB transcriptional repressor EmrR
318	CP037923.1	325975	327148	1	EKN05_001630	emrA	pseudo	multidrug efflux MFS transporter periplasmic adaptor subunit EmrA
319	CP037923.1	327164	328702	1	EKN05_001635	emrB	pseudo	multidrug efflux MFS transporter permease subunit EmrB
320	CP037923.1	328765	329281	-1	EKN05_001640	luxS	CDS	S-ribosylhomocysteine lyase
321	CP037923.1	329430	330987	-1	EKN05_001645	gshA	CDS	glutamate--cysteine ligase
322	CP037923.1	331059	331488	-1	EKN05_001650	EKN05_001650	CDS	DedA family protein
323	CP037923.1	331484	332051	-1	EKN05_001655	yqaB	CDS	fructose-1-phosphate/6-phosphogluconate phosphatase
324	CP037923.1	332968	333154	-1	EKN05_001680	csrA	CDS	carbon storage regulator
325	CP037923.1	333388	336019	-1	EKN05_001685	alaS	CDS	alanine--tRNA ligase
326	CP037923.1	336146	336647	-1	EKN05_001690	recX	CDS	recombination regulator RecX
327	CP037923.1	336889	337951	-1	EKN05_001695	recA	CDS	recombinase RecA
328	CP037923.1	338030	338528	-1	EKN05_001700	pncC	CDS	nicotinamide-nucleotide amidase
329	CP037923.1	338672	339758	-1	EKN05_001705	mltB	CDS	murein transglycosylase B
330	CP037923.1	340013	340577	1	EKN05_001710	srlA	CDS	PTS glucitol/sorbitol transporter subunit IIC
331	CP037923.1	340573	341532	1	EKN05_001715	srlE	pseudo	PTS glucitol/sorbitol transporter subunit IIB
332	CP037923.1	341542	341914	1	EKN05_001720	srlB	CDS	PTS glucitol/sorbitol transporter subunit IIA
333	CP037923.1	341917	342697	1	EKN05_001725	srlD	CDS	sorbitol-6-phosphate dehydrogenase
334	CP037923.1	342801	343161	1	EKN05_001730	gutM	CDS	transcriptional regulator GutM
335	CP037923.1	343227	344001	1	EKN05_001735	srlR	CDS	glucitol operon DNA-binding transcriptional repressor SrlR
336	CP037923.1	343993	344959	1	EKN05_001740	gutQ	CDS	arabinose-5-phosphate isomerase GutQ
337	CP037923.1	344955	346470	-1	EKN05_001745	norR	CDS	nitric oxide reductase transcriptional regulator NorR
338	CP037923.1	346656	348096	1	EKN05_001750	norV	CDS	anaerobic nitric oxide reductase flavorubredoxin
339	CP037923.1	348092	349227	1	EKN05_001755	norW	pseudo	NADH:flavorubredoxin reductase NorW
340	CP037923.1	349354	351607	-1	EKN05_001760	hypF	CDS	carbamoyltransferase HypF
341	CP037923.1	351759	352287	-1	EKN05_001765	hydN	CDS	electron transport protein HydN
342	CP037923.1	352436	353450	-1	EKN05_001770	ascG	CDS	LacI family DNA-binding transcriptional regulator
343	CP037923.1	353696	355163	1	EKN05_001775	ascF	CDS	PTS cellobiose/arbutin/salicin transporter subunit IIBC
344	CP037923.1	355171	356596	1	EKN05_001780	ascB	CDS	6-phospho-beta-glucosidase
345	CP037923.1	356710	357130	-1	EKN05_001785	EKN05_001785	CDS	helix-turn-helix domain-containing protein
346	CP037923.1	357126	357438	-1	EKN05_001790	EKN05_001790	CDS	cytoplasmic protein
347	CP037923.1	357610	358354	-1	EKN05_001795	EKN05_001795	CDS	hypothetical protein
348	CP037923.1	358396	358867	-1	EKN05_001800	hycI	CDS	hydrogenase maturation peptidase HycI
349	CP037923.1	358859	359270	-1	EKN05_001805	hycH	CDS	formate hydrogenlyase maturation protein HycH
350	CP037923.1	359266	360034	-1	EKN05_001810	hycG	CDS	formate hydrogenlyase subunit HycG
351	CP037923.1	360033	360576	-1	EKN05_001815	hycF	CDS	formate hydrogenlyase subunit HycF
352	CP037923.1	360585	362295	-1	EKN05_001820	hycE	CDS	hydrogenase large subunit
353	CP037923.1	362312	363236	-1	EKN05_001825	hycD	CDS	formate hydrogenlyase subunit HycD
354	CP037923.1	363238	364909	-1	EKN05_001830	hycC	CDS	formate hydrogenlyase subunit 3
355	CP037923.1	364945	365557	-1	EKN05_001835	hycB	CDS	4Fe-4S dicluster domain-containing protein
356	CP037923.1	365681	366143	-1	EKN05_001840	hycA	CDS	formate hydrogenlyase regulatory protein HycA
357	CP037923.1	366230	366449	-1	EKN05_001845	EKN05_001845	CDS	hypothetical protein
358	CP037923.1	366354	366705	1	EKN05_001850	hypA	CDS	hydrogenase maturation nickel metallochaperone HypA
359	CP037923.1	366708	367581	1	EKN05_001855	hypB	CDS	hydrogenase nickel incorporation protein HypB
360	CP037923.1	367571	367844	1	EKN05_001860	hypC	CDS	hydrogenase 3 maturation protein HypC
361	CP037923.1	367843	368965	1	EKN05_001865	hypD	CDS	hydrogenase formation protein HypD
362	CP037923.1	368961	369972	1	EKN05_001870	hypE	CDS	hydrogenase maturation carbamoyl dehydratase HypE
363	CP037923.1	370045	372124	1	EKN05_001875	flhA	CDS	formate hydrogenlyase transcriptional activator FlhA
364	CP037923.1	372160	372514	-1	EKN05_001880	EKN05_001880	CDS	nitrous oxide-stimulated promoter family protein
365	CP037923.1	372545	372725	-1	EKN05_001885	EKN05_001885	CDS	hypothetical protein
366	CP037923.1	372800	375362	1	EKN05_001890	mutS	CDS	DNA mismatch repair protein MutS
367	CP037923.1	375467	376120	1	EKN05_001895	pphB	pseudo	protein-serine/threonine phosphatase
368	CP037923.1	376170	376938	-1	EKN05_001900	ygbI	CDS	DeoR/GlpR transcriptional regulator
369	CP037923.1	377133	378042	1	EKN05_001905	EKN05_001905	CDS	NAD(P)-dependent oxidoreductase
370	CP037923.1	378038	378257	1	EKN05_001910	EKN05_001910	pseudo	four-carbon acid sugar kinase family protein
371	CP037923.1	378323	378584	1	EKN05_001915	EKN05_001915	pseudo	IS3 family transposase
372	CP037923.1	378598	379296	-1	EKN05_001920	EKN05_001920	pseudo	IS1 family transposase
373	CP037923.1	379351	380257	1	EKN05_001925	EKN05_001925	pseudo	IS3-like element IS600 family transposase
374	CP037923.1	380396	382418	-1	EKN05_001930	EKN05_001930	CDS	transposase
375	CP037923.1	382419	382671	-1	EKN05_001935	EKN05_001935	CDS	DNA-binding protein
376	CP037923.1	382835	383399	1	EKN05_001940	EKN05_001940	CDS	hypothetical protein
377	CP037923.1	383671	384619	-1	EKN05_001945	yclC	pseudo	UbiD family decarboxylase
378	CP037923.1	384618	385212	-1	EKN05_001950	EKN05_001950	CDS	UbiX family flavin prenyltransferase
379	CP037923.1	385358	385766	1	EKN05_001955	EKN05_001955	CDS	MarR family transcriptional regulator
380	CP037923.1	385885	386878	-1	EKN05_001960	rpoS	CDS	RNA polymerase sigma factor RpoS
381	CP037923.1	386940	388080	-1	EKN05_001965	nlpD	CDS	murein hydrolase activator NlpD
382	CP037923.1	388219	388846	-1	EKN05_001970	pcm	CDS	protein-L-isoaspartate O-methyltransferase
383	CP037923.1	388839	389601	-1	EKN05_001975	surE	CDS	5'/3'-nucleotidase SurE
384	CP037923.1	389581	390631	-1	EKN05_001980	truD	CDS	tRNA pseudouridine(13) synthase TruD
385	CP037923.1	390627	391107	-1	EKN05_001985	ispF	CDS	2-C-methyl-D-erythritol 2
386	CP037923.1	391106	391817	-1	EKN05_001990	ispD	CDS	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
387	CP037923.1	391835	392147	-1	EKN05_001995	ftsB	CDS	cell division protein FtsB
388	CP037923.1	392340	392664	-1	EKN05_002000	EKN05_002000	CDS	DUF3561 family protein
389	CP037923.1	392713	393319	-1	EKN05_002005	cysC	CDS	adenylyl-sulfate kinase
390	CP037923.1	393318	394746	-1	EKN05_002010	cysN	CDS	sulfate adenylyltransferase subunit CysN
391	CP037923.1	394747	395656	-1	EKN05_002015	cysD	CDS	sulfate adenylyltransferase subunit 2
392	CP037923.1	395907	396945	1	EKN05_002020	iap	CDS	aminopeptidase
393	CP037923.1	397090	398182	-1	EKN05_002025	EKN05_002025	pseudo	CRISPR-associated endonuclease Cas3''
394	CP037923.1	398375	398528	-1	EKN05_002030	EKN05_002030	CDS	type I toxin-antitoxin system Hok family toxin
395	CP037923.1	398523	398759	1	EKN05_002035	EKN05_002035	pseudo	integrase
396	CP037923.1	398791	399526	-1	EKN05_002040	cysH	CDS	phosphoadenosine phosphosulfate reductase
397	CP037923.1	399599	401312	-1	EKN05_002045	cysI	CDS	assimilatory sulfite reductase (NADPH) hemoprotein subunit
398	CP037923.1	401311	403111	-1	EKN05_002050	cysJ	CDS	NADPH-dependent assimilatory sulfite reductase flavoprotein subunit
399	CP037923.1	403426	403792	1	EKN05_002055	queD	CDS	6-carboxytetrahydropterin synthase QueD
400	CP037923.1	403869	405141	1	EKN05_002060	EKN05_002060	CDS	FAD-dependent oxidoreductase
401	CP037923.1	405131	405392	1	EKN05_002065	EKN05_002065	CDS	ferredoxin family protein
402	CP037923.1	405607	405688	1	EKN05_002070	EKN05_002070	pseudo	integrase
403	CP037923.1	405697	405784	-1	EKN05_002075	EKN05_002075	pseudo	hypothetical protein
404	CP037923.1	405875	407639	1	EKN05_002080	ipaH_7	CDS	E3 ubiquitin--protein ligase
405	CP037923.1	407639	407819	-1	EKN05_002085	EKN05_002085	CDS	hypothetical protein
406	CP037923.1	407818	408442	-1	EKN05_002090	EKN05_002090	CDS	DUF4376 domain-containing protein
407	CP037923.1	408392	409808	-1	EKN05_002095	EKN05_002095	CDS	phage tail protein
408	CP037923.1	409871	410471	-1	EKN05_002100	EKN05_002100	CDS	Ail/Lom family protein
409	CP037923.1	410538	414018	-1	EKN05_002105	EKN05_002105	CDS	host specificity protein J
410	CP037923.1	414078	414721	-1	EKN05_002110	EKN05_002110	pseudo	tail assembly protein
411	CP037923.1	414618	415362	-1	EKN05_002115	EKN05_002115	CDS	phage tail protein
412	CP037923.1	415366	416308	-1	EKN05_002120	EKN05_002120	CDS	phage minor tail protein L
413	CP037923.1	416307	419350	-1	EKN05_002125	EKN05_002125	pseudo	phage tail tape measure protein
414	CP037923.1	419321	419651	-1	EKN05_002130	EKN05_002130	CDS	phage tail assembly protein T
415	CP037923.1	419659	420046	-1	EKN05_002135	EKN05_002135	CDS	phage minor tail protein G
416	CP037923.1	420104	420845	-1	EKN05_002140	EKN05_002140	CDS	phage tail protein
417	CP037923.1	420855	421257	-1	EKN05_002145	EKN05_002145	CDS	phage tail protein
418	CP037923.1	421253	421835	-1	EKN05_002150	EKN05_002150	CDS	phage tail protein
419	CP037923.1	421844	422198	-1	EKN05_002155	EKN05_002155	CDS	phage tail protein
420	CP037923.1	422209	422596	-1	EKN05_002160	EKN05_002160	CDS	DNA-packaging protein FI
421	CP037923.1	422647	423676	-1	EKN05_002165	EKN05_002165	CDS	major capsid protein
422	CP037923.1	423733	424081	-1	EKN05_002170	EKN05_002170	CDS	head decoration protein
423	CP037923.1	424117	425623	-1	EKN05_002175	EKN05_002175	CDS	S49 family peptidase
424	CP037923.1	425612	427206	-1	EKN05_002180	EKN05_002180	pseudo	phage portal protein
425	CP037923.1	427202	427406	-1	EKN05_002185	EKN05_002185	CDS	phage tail protein
426	CP037923.1	427389	429318	-1	EKN05_002190	EKN05_002190	CDS	phage terminase large subunit family protein
427	CP037923.1	429289	429574	-1	EKN05_002195	EKN05_002195	CDS	DNA packaging protein
428	CP037923.1	429640	430680	-1	EKN05_002200	EKN05_002200	pseudo	IS3-like element IS600 family transposase
429	CP037923.1	430735	431945	1	EKN05_002205	EKN05_002205	pseudo	IS3 family transposase
430	CP037923.1	431986	432106	-1	EKN05_002210	EKN05_002210	pseudo	IS3 family transposase
431	CP037923.1	432162	432375	-1	EKN05_002215	EKN05_002215	CDS	protein convertase
432	CP037923.1	432566	432773	-1	EKN05_002220	EKN05_002220	CDS	hypothetical protein
433	CP037923.1	433046	433259	-1	EKN05_002225	EKN05_002225	CDS	hypothetical protein
434	CP037923.1	433255	433564	-1	EKN05_002230	EKN05_002230	CDS	transcriptional regulator
435	CP037923.1	433739	434896	1	EKN05_002235	EKN05_002235	CDS	IS3 family transposase
436	CP037923.1	434939	435119	-1	EKN05_002240	EKN05_002240	pseudo	Rha family transcriptional regulator
437	CP037923.1	435362	435569	-1	EKN05_002245	EKN05_002245	CDS	hypothetical protein
438	CP037923.1	435785	436319	-1	EKN05_002250	EKN05_002250	CDS	lysozyme
439	CP037923.1	436384	436999	-1	EKN05_002255	EKN05_002255	CDS	hypothetical protein
440	CP037923.1	437017	437233	-1	EKN05_002260	EKN05_002260	CDS	holin
441	CP037923.1	438035	438416	-1	EKN05_002285	EKN05_002285	CDS	antitermination protein
442	CP037923.1	438408	438609	-1	EKN05_002290	EKN05_002290	CDS	protein ninH
443	CP037923.1	438703	438946	-1	EKN05_002295	EKN05_002295	CDS	hypothetical protein
444	CP037923.1	438957	440349	-1	EKN05_002300	EKN05_002300	CDS	replicative DNA helicase
445	CP037923.1	440345	441224	-1	EKN05_002305	EKN05_002305	CDS	AAA family ATPase
446	CP037923.1	441234	442143	-1	EKN05_002310	EKN05_002310	CDS	DNA-binding protein
447	CP037923.1	442129	442363	-1	EKN05_002315	EKN05_002315	CDS	hypothetical protein
448	CP037923.1	442359	443376	-1	EKN05_002320	EKN05_002320	pseudo	hypothetical protein
449	CP037923.1	443307	443571	1	EKN05_002325	EKN05_002325	CDS	type II toxin-antitoxin system RelE/ParE family toxin
450	CP037923.1	443560	443869	1	EKN05_002330	EKN05_002330	CDS	XRE family transcriptional regulator
451	CP037923.1	443910	444087	-1	EKN05_002335	EKN05_002335	CDS	NinE family protein
452	CP037923.1	444083	444494	-1	EKN05_002340	ninB	CDS	recombination protein NinB
453	CP037923.1	444490	444769	-1	EKN05_002345	EKN05_002345	CDS	hypothetical protein
454	CP037923.1	444843	447750	-1	EKN05_002350	EKN05_002350	CDS	replication protein P
455	CP037923.1	447857	447974	-1	EKN05_002355	EKN05_002355	pseudo	helix-turn-helix domain-containing protein
456	CP037923.1	448025	449182	1	EKN05_002360	EKN05_002360	CDS	IS3 family transposase
457	CP037923.1	449282	450164	1	EKN05_002365	EKN05_002365	CDS	integrase
458	CP037923.1	450262	450838	1	EKN05_002370	EKN05_002370	pseudo	glycerol-3-phosphate responsive antiterminator
459	CP037923.1	450985	451846	-1	EKN05_002375	ygcQ	CDS	electron transfer flavoprotein subunit alpha/FixB family protein
460	CP037923.1	451842	452622	-1	EKN05_002380	ygcR	CDS	electron transfer flavoprotein subunit beta/FixA family protein
461	CP037923.1	452599	453937	-1	EKN05_002385	ygcS	CDS	MFS transporter
462	CP037923.1	454030	454825	-1	EKN05_002390	EKN05_002390	CDS	FAD-binding oxidoreductase
463	CP037923.1	454939	455637	1	EKN05_002395	EKN05_002395	pseudo	IS1 family transposase
464	CP037923.1	455675	456347	-1	EKN05_002400	queE	CDS	7-carboxy-7-deazaguanine synthase QueE
465	CP037923.1	456485	456626	1	EKN05_002405	EKN05_002405	pseudo	hypothetical protein
466	CP037923.1	456639	457512	1	EKN05_002410	EKN05_002410	CDS	YgcG family protein
467	CP037923.1	457571	458870	-1	EKN05_002415	eno	CDS	phosphopyruvate hydratase
468	CP037923.1	458957	460595	-1	EKN05_002420	pyrG	CDS	CTP synthase (glutamine hydrolyzing)
469	CP037923.1	460822	461614	-1	EKN05_002425	mazG	CDS	nucleoside triphosphate pyrophosphohydrolase
470	CP037923.1	461709	463944	-1	EKN05_002430	relA	CDS	GTP pyrophosphokinase
471	CP037923.1	463991	465293	-1	EKN05_002435	rlmD	CDS	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
472	CP037923.1	465349	468106	1	EKN05_002440	barA	CDS	two-component sensor histidine kinase BarA
473	CP037923.1	468337	469678	-1	EKN05_002445	gudD	CDS	glucarate dehydratase
474	CP037923.1	469698	471039	-1	EKN05_002450	ygcY	CDS	glucarate dehydratase
475	CP037923.1	471040	472393	-1	EKN05_002455	EKN05_002455	CDS	MFS transporter
476	CP037923.1	472826	473276	-1	EKN05_002460	EKN05_002460	CDS	flavodoxin
477	CP037923.1	473293	474076	-1	EKN05_002465	truC	CDS	tRNA pseudouridine(65) synthase TruC
478	CP037923.1	474075	474405	-1	EKN05_002470	EKN05_002470	CDS	YqcC family protein
479	CP037923.1	475026	475572	-1	EKN05_002475	syd	CDS	SecY-interacting protein
480	CP037923.1	475639	476488	1	EKN05_002480	queF	CDS	NADPH-dependent 7-cyano-7-deazaguanine reductase QueF
481	CP037923.1	476599	477964	1	EKN05_002485	ppnN	CDS	nucleotide 5'-monophosphate nucleosidase
482	CP037923.1	478065	479394	1	EKN05_002490	EKN05_002490	CDS	IS4 family transposase
483	CP037923.1	479430	482004	-1	EKN05_002495	clpB	CDS	ATP-dependent chaperone ClpB
484	CP037923.1	482133	482865	-1	EKN05_002500	pgeF	CDS	polyphenol oxidase
485	CP037923.1	482861	483842	-1	EKN05_002505	rluD	CDS	23S rRNA pseudouridine(1911/1915/1917) synthase RluD
486	CP037923.1	483976	484714	1	EKN05_002510	bamD	CDS	outer membrane protein assembly factor BamD
487	CP037923.1	484764	486093	-1	EKN05_002515	EKN05_002515	CDS	IS4 family transposase
488	CP037923.1	491935	493234	1	EKN05_002540	kgtP	CDS	alpha-ketoglutarate permease
489	CP037923.1	493230	493554	-1	EKN05_002545	EKN05_002545	CDS	YfiM family lipoprotein
490	CP037923.1	493599	494955	-1	EKN05_002550	pssA	CDS	CDP-diacylglycerol--serine O-phosphatidyltransferase
491	CP037923.1	495068	497729	-1	EKN05_002555	pat	CDS	protein lysine acetyltransferase
492	CP037923.1	497760	498459	-1	EKN05_002560	EKN05_002560	CDS	DTW domain-containing protein
493	CP037923.1	498527	498947	-1	EKN05_002565	trxC	CDS	thioredoxin TrxC
494	CP037923.1	499153	500191	1	EKN05_002570	yfiF	CDS	tRNA/rRNA methyltransferase
495	CP037923.1	500238	500928	-1	EKN05_002575	ung	CDS	uracil-DNA glycosylase
496	CP037923.1	501232	501616	1	EKN05_002580	grcA	CDS	autonomous glycyl radical cofactor GrcA
497	CP037923.1	501671	502259	-1	EKN05_002585	eamB	CDS	cysteine/O-acetylserine transporter
498	CP037923.1	502361	503243	1	EKN05_002590	yfiE	CDS	LysR family transcriptional regulator
499	CP037923.1	503277	504612	-1	EKN05_002595	srmB	CDS	ATP-dependent RNA helicase SrmB
500	CP037923.1	504743	505481	1	EKN05_002600	EKN05_002600	CDS	tRNA(1)(Val) (adenine(37)-N(6))-methyltransferase
501	CP037923.1	505465	507088	-1	EKN05_002605	nadB	pseudo	L-aspartate oxidase
502	CP037923.1	507343	507499	1	EKN05_002610	rseD	CDS	rpoE leader peptide RseD
503	CP037923.1	507495	508071	1	EKN05_002615	rpoE	CDS	RNA polymerase sigma factor RpoE
504	CP037923.1	508103	508754	1	EKN05_002620	rseA	CDS	anti-sigma-E factor RseA
505	CP037923.1	508753	509710	1	EKN05_002625	rseB	CDS	sigma-E factor regulatory protein RseB
506	CP037923.1	509706	510186	1	EKN05_002630	rseC	CDS	SoxR-reducing system protein RseC
